parid,elev
3509749,10
3509757,10
3509889,10
3509901,10
3509765,10
3509773,10
3509919,10
3509781,10
3508351,10
3509790,10
3509935,10
3509986,10
3510275,10
3510283,10
3510291,10
3510011,10
3510305,10
3510313,10
3508360,10
3510020,15
3510054,10
3510089,10
3510348,10
3510097,10
3510356,10
3510119,15
3508378,10
3510127,15
3510364,10
3510372,10
3510135,10
3510381,10
3510143,15
3510399,10
3510402,10
3510151,10
3508386,10
3510194,10
3510429,10
3510437,10
3510445,10
3510453,10
3510208,10
3510216,10
3510461,10
3508394,10
3510470,10
3510224,10
3510488,10
3510496,10
3510500,10
3510518,10
3510232,10
3510267,10
3510534,10
3508441,10
3510577,10
3510542,10
3510569,10
3510585,10
3510593,10
3510909,10
3511239,10
3510917,10
3510607,10
3510925,10
3510941,10
3510968,10
3511247,10
3510623,10
3510992,10
3511000,10
3511018,10
3510631,5
3510640,5
3511034,10
3511042,10
3511051,10
3511255,10
3510658,5
3511069,10
3510666,5
3511077,10
3510674,5
3511093,10
3511107,10
3511280,5
3510682,5
3510691,5
3511115,10
3511123,10
3511131,10
3510704,5
3510712,5
3511140,10
3511158,10
3510721,5
3511298,5
3511166,10
3510739,5
3511174,10
3510755,5
3510763,5
3511182,10
3510780,10
3510798,10
3511191,10
3511344,10
3510828,10
3510836,10
3511204,10
3510844,10
3510852,10
3510861,10
3511212,10
3511221,10
3511352,10
3511646,10
3511701,10
3510879,10
3510887,10
3511727,10
3510895,5
3512227,5
3511361,10
3512243,5
3511808,5
3511841,5
3512294,10
3512308,10
3511379,10
3512316,10
3512324,10
3511913,5
3511921,10
3511930,10
3512332,10
3511964,10
3511387,10
3511972,10
3511999,10
3512341,10
3512359,10
3512006,10
3512367,10
3512014,10
3512375,10
3512022,10
3512383,10
3511395,10
3512031,10
3512065,10
3512391,10
3512120,10
3512405,10
3512146,10
3512413,10
3512421,10
3511409,10
3512201,5
3512448,10
3512219,5
3512561,10
3512570,10
3512596,10
3512600,10
3512456,10
3512634,10
3511417,10
3512464,10
3512651,10
3512472,10
3512669,10
3511425,10
3512677,10
3512502,10
3512511,10
3512685,10
3512693,10
3512529,10
3512715,10
3512537,10
3511468,10
3512723,10
3512545,10
3512731,10
3512553,10
3511522,5
3512791,20
3512766,10
3512804,10
3512812,10
3512821,10
3512774,10
3512839,10
3512782,10
3513011,10
3512847,10
3513029,10
3513037,10
3511581,10
3513045,10
3513053,10
3512863,5
3513061,10
3512880,10
3512898,10
3512901,10
3512910,10
3513061,10
3512928,10
3513070,10
3512936,10
3513258,30
3513096,10
3513118,10
3513126,10
3512944,10
3512952,10
3512961,10
3513134,10
3513142,10
3513266,30
3512979,10
3512987,10
3512995,10
3513002,10
3513495,10
3513151,10
3513169,10
3513177,10
3513274,35
3513509,10
3513517,10
3513525,10
3513193,10
3513207,10
3513215,10
3513533,5
3513541,5
3513223,35
3513550,5
3513568,5
3513291,30
3513576,10
3513231,30
3513584,5
3513304,30
3513487,5
3513592,5
3513797,10
3513606,5
3513614,5
3513312,30
3513622,5
3513801,10
3513819,10
3513631,5
3513649,5
3513827,10
3513835,10
3513657,5
3513843,10
3513851,10
3513860,10
3513339,30
3513665,5
3513673,5
3513681,5
3513690,5
3513878,10
3513886,10
3513908,10
3513703,5
3513738,10
3513916,10
3513347,30
3513924,10
3513746,10
3513754,10
3513932,10
3513762,10
3513941,10
3513771,10
3513789,10
3513363,5
3514092,10
3513959,10
3513967,10
3513975,10
3514106,10
3513983,10
3513991,10
3513371,10
3514009,10
3514114,10
3514017,10
3514025,10
3514122,10
3514131,10
3514033,10
3514131,10
3514041,10
3513380,10
3514157,10
3514157,10
3514050,10
3514068,10
3514076,10
3514084,10
3514424,10
3514157,10
3514432,10
3513398,10
3514157,10
3514441,10
3514165,10
3514459,10
3514173,10
3514467,10
3514475,10
3514475,10
3513401,5
3514181,10
3514190,10
3514491,10
3514505,10
3514513,10
3514203,10
3514521,10
3513410,5
3514211,10
3514220,10
3514238,10
3514530,10
3514530,10
3514246,10
3514254,10
3514530,10
3513428,5
3514530,10
3514548,10
3514262,10
3514556,10
3514564,10
3514572,10
3514271,10
3514581,10
3513436,10
3514289,10
3514599,10
3514602,10
3514301,10
3514611,10
3514319,10
3514327,10
3514629,10
3514637,10
3513444,10
3514335,10
3514645,10
3514343,10
3514351,10
3514653,10
3514360,10
3514661,10
3514378,10
3513452,10
3514670,10
3514386,10
3514394,10
3514408,10
3513461,5
3514688,10
3514408,10
3514700,10
3514718,10
3514696,10
3514726,10
3515030,10
3513479,5
3514734,10
3515048,10
3514751,10
3515056,10
3514777,10
3515064,10
3515072,10
3515315,10
3515081,10
3514793,10
3514807,10
3514815,10
3515099,10
3514823,10
3515102,10
3514831,10
3515323,10
3514840,10
3515111,10
3514858,10
3515129,10
3514866,10
3515137,10
3514874,10
3515340,10
3515145,10
3514882,10
3515153,10
3514891,10
3514904,10
3515161,10
3515170,10
3514912,5
3515188,10
3515374,10
3514939,5
3515196,10
3515200,10
3514947,10
3515218,10
3514955,10
3514963,10
3515382,10
3514971,10
3514980,10
3515226,10
3515234,10
3514998,10
3515005,10
3515242,10
3515251,10
3515391,10
3515269,10
3515277,10
3515013,10
3515285,10
3515021,10
3515293,10
3515307,10
3515587,10
3515404,10
3515838,10
3515846,10
3515862,10
3515609,10
3515871,10
3515609,10
3515609,10
3515889,10
3515609,10
3515412,10
3515897,10
3515609,10
3515901,10
3515609,10
3515617,10
3515919,10
3515927,5
3515421,10
3515978,5
3515625,10
3515986,10
3515994,10
3515633,10
3515439,10
3515633,10
3515994,10
3515994,10
3516001,10
3515641,10
3516044,10
3516052,10
3515463,10
3515650,10
3516061,10
3516079,10
3515668,10
3516087,10
3516087,10
3515676,10
3515471,10
3516095,10
3516567,10
3516141,5
3516214,10
3515684,10
3516222,10
3515706,10
3515480,10
3515714,10
3516231,5
3516249,5
3515722,10
3515731,10
3515749,10
3516257,10
3515498,10
3516265,10
3515757,10
3516273,10
3515765,35
3516281,10
3516290,5
3516303,5
3515811,40
3516575,5
3515501,10
3516311,5
3516583,5
3516605,5
3516320,5
3516613,5
3516621,5
3516320,5
3515510,10
3516648,5
3516656,5
3516320,5
3516664,5
3515536,10
3516338,10
3516672,5
3516681,5
3516346,10
3516354,5
3516389,5
3516699,5
3516397,5
3516401,5
3516419,5
3516711,5
3516729,10
3516427,5
3516753,10
3515544,10
3516427,5
3516753,10
3516753,10
3516427,5
3516443,5
3516800,5
3516818,5
3516826,5
3516826,5
3515552,10
3516443,5
3516451,5
3516834,5
3516451,5
3516842,5
3516451,5
3516851,5
3516451,5
3516869,5
3516869,5
3516460,5
3515579,10
3516460,5
3516877,5
3516460,5
3516885,5
3516893,5
3516460,5
3516907,5
3516915,5
3516478,5
3517008,5
3517016,5
3516541,10
3516486,5
3517059,10
3517067,15
3517393,10
3517407,10
3517121,10
3517130,10
3517415,10
3518985,10
3517148,10
3517156,10
3517431,10
3517164,10
3517172,10
3517181,10
3517440,10
3517199,10
3517458,10
3517687,10
3517202,10
3517466,10
3517211,10
3517229,10
3517237,10
3517709,10
3517474,10
3517482,5
3517245,10
3517253,10
3517491,5
3517504,5
3517253,10
3517504,5
3517521,5
3517717,10
3517261,10
3517539,5
3517270,10
3517547,5
3517288,10
3517296,10
3517555,10
3517318,10
3517717,10
3517563,10
3517334,10
3517342,5
3517342,5
3517571,10
3517342,5
3517351,5
3517369,5
3517725,10
3517377,5
3517580,10
3517598,10
3518969,10
3517601,10
3518012,10
3518012,10
3517733,10
3517610,10
3518012,10
3517628,10
3518012,10
3517636,10
3517741,10
3518012,10
3518012,10
3517644,10
3518012,10
3518012,10
3517652,10
3518012,10
3517661,10
3518021,10
3517750,10
3517679,10
3518039,10
3518047,10
3518055,10
3518349,10
3518063,10
3517776,10
3518357,10
3518365,10
3518080,10
3518098,10
3518381,10
3518390,10
3518403,10
3518411,10
3518136,10
3517776,10
3518144,10
3518420,10
3518152,10
3518446,10
3518161,10
3518454,10
3518179,10
3517792,10
3518462,10
3518187,10
3518462,10
3518471,10
3518489,10
3518195,10
3518225,10
3518233,10
3518497,10
3517806,10
3518233,10
3518501,10
3518519,10
3518233,10
3518233,10
3518535,10
3518543,10
3517814,10
3518241,10
3518551,10
3518250,10
3518268,10
3518276,10
3518560,10
3518284,10
3518578,10
3518586,10
3518292,10
3518306,10
3517822,10
3518594,10
3518314,10
3518322,10
3518608,10
3518977,10
3518616,10
3518624,10
3517831,10
3518632,10
3519019,10
3519027,10
3519043,10
3518641,10
3518675,10
3519043,10
3517849,10
3518683,10
3518691,10
3519051,10
3518705,10
3519051,10
3518713,10
3517857,10
3518730,10
3518748,10
3519051,10
3519051,10
3518756,10
3518764,10
3519060,10
3519060,10
3517865,10
3519094,10
3518772,10
3518781,10
3519108,10
3519124,10
3519132,10
3518799,10
3519141,10
3517881,10
3519159,10
3519167,10
3519175,10
3518802,10
3519183,10
3518811,10
3519191,10
3517890,10
3519205,10
3519213,10
3518829,10
3518837,10
3518845,10
3518861,10
3519221,10
3518870,10
3517903,10
3519230,10
3519248,10
3518888,10
3519256,10
3518896,10
3519264,10
3519264,10
3517911,10
3518900,10
3519272,10
3519281,10
3518918,10
3518926,10
3518942,10
3519311,10
3519329,10
3519337,10
3517938,10
3518951,10
3519345,10
3519353,10
3519361,10
3519370,10
3519701,10
3517946,10
3519710,10
3519370,10
3519388,10
3519710,10
3519396,10
3519728,5
3517962,10
3519396,10
3519396,10
3519736,5
3519400,10
3519744,5
3517971,10
3519418,10
3519752,5
3519426,10
3519761,10
3519442,10
3519469,10
3519477,10
3519485,10
3519493,10
3519779,10
3519779,10
3517989,10
3519507,10
3519787,10
3519795,5
3519515,10
3519523,10
3519817,5
3519531,10
3519825,10
3519540,10
3519558,10
3517989,10
3519833,10
3519841,10
3519566,10
3519574,10
3519850,10
3519868,10
3517997,10
3519582,10
3519591,10
3519604,10
3519612,10
3519876,10
3519884,5
3519621,10
3519639,10
3519655,10
3519663,10
3518004,10
3519892,5
3519906,5
3519680,10
3519914,5
3519914,5
3519698,10
3519931,5
3519949,5
3520378,10
3520041,10
3520386,10
3520394,10
3520416,10
3519957,5
3519965,5
3520424,5
3519981,5
3520432,5
3520441,5
3520068,10
3520459,5
3519990,5
3520009,5
3520467,5
3520475,5
3520017,5
3520025,5
3520092,10
3520033,10
3520483,5
3520696,5
3520700,5
3520718,5
3520491,5
3520734,5
3520742,5
3520106,10
3520505,5
3520513,5
3520751,5
3520521,5
3520530,5
3520769,5
3520777,5
3520114,10
3520548,5
3520785,5
3520793,5
3520556,5
3520807,5
3520815,5
3520564,5
3520823,5
3520572,5
3520122,10
3520581,5
3520831,5
3520840,5
3520858,5
3520866,5
3520599,5
3520874,5
3520602,5
3520611,5
3520131,10
3520882,5
3520891,5
3520629,5
3520904,5
3520637,5
3520912,5
3520921,5
3520645,5
3520939,5
3520149,10
3520947,5
3520955,5
3520963,5
3520653,5
3520661,5
3520971,5
3520670,5
3520157,10
3520980,5
3520998,5
3521005,5
3520688,5
3521013,5
3521021,5
3521307,5
3521030,5
3520165,10
3521048,5
3521315,5
3521056,5
3521331,5
3521358,5
3521064,5
3521366,5
3520173,10
3521064,5
3521072,5
3521374,5
3521404,5
3521412,5
3521081,5
3521421,5
3521439,5
3520181,10
3521439,5
3521102,5
3521111,5
3521439,5
3521439,5
3521447,5
3521129,5
3521455,5
3521137,5
3520190,10
3521463,5
3521145,5
3521153,5
3521161,5
3521471,5
3521480,5
3521498,5
3521170,5
3520203,10
3521501,5
3521188,5
3521196,5
3521510,5
3521200,5
3521218,5
3521528,5
3521226,5
3521536,5
3520211,10
3521234,5
3521544,5
3521242,5
3521242,5
3521552,5
3521251,5
3521561,5
3520220,10
3521579,5
3521269,5
3521277,5
3521285,5
3521587,5
3521285,5
3521617,5
3521293,5
3520238,10
3521633,5
3521625,5
3521978,5
3521641,5
3521650,5
3521676,5
3521684,5
3521986,5
3520246,10
3521994,5
3522001,5
3521692,5
3521706,5
3522010,5
3521714,5
3520254,10
3522028,5
3521722,5
3522036,5
3521731,5
3521749,5
3521757,5
3522044,5
3520262,5
3522052,5
3521757,5
3522061,5
3521757,5
3522079,5
3522087,5
3521773,5
3522095,5
3520271,5
3522109,5
3521781,5
3522117,5
3522125,5
3521803,5
3522133,5
3521811,5
3520289,5
3521820,5
3522141,5
3521846,5
3521854,5
3521862,5
3522150,5
3521871,5
3521889,5
3522168,5
3520289,5
3521897,5
3522176,5
3522184,5
3521901,5
3522192,5
3521919,5
3521927,5
3522206,5
3521927,5
3520297,10
3522214,5
3521935,5
3521943,5
3522222,5
3522231,5
3521951,5
3522249,5
3520297,10
3522257,5
3521960,5
3522265,5
3522273,5
3522281,5
3522630,5
3520301,10
3522290,5
3522648,5
3522303,5
3522311,5
3522320,5
3522338,5
3522656,5
3522664,5
3522672,5
3522346,5
3522681,5
3520319,10
3522699,5
3522354,5
3522362,5
3522702,5
3522711,5
3520327,10
3522729,5
3522737,5
3522371,5
3522745,5
3522753,5
3522397,5
3522761,5
3522401,5
3522419,5
3522788,5
3520335,10
3522427,5
3522796,5
3522800,5
3522435,5
3522818,5
3522826,5
3522834,5
3522842,5
3522451,5
3520343,10
3522460,5
3522478,5
3522486,5
3522842,5
3522494,5
3522508,5
3522851,5
3522869,5
3520351,10
3522524,5
3522877,5
3522885,5
3522532,5
3522541,5
3522893,5
3522907,5
3520360,10
3522559,5
3522915,5
3522923,5
3522567,5
3522575,5
3522966,5
3522931,5
3522940,5
3522958,5
3523296,10
3522583,5
3522591,5
3522605,5
3523300,10
3523318,10
3522613,5
3522621,5
3523628,5
3523636,5
3522974,10
3523644,5
3523326,10
3523334,5
3523652,5
3523661,5
3523679,5
3523342,5
3523351,5
3523369,5
3522982,10
3523377,5
3523687,5
3523385,5
3523695,5
3523393,5
3523709,5
3523407,5
3523415,5
3522982,10
3523717,10
3523423,5
3523725,10
3523733,10
3523750,10
3523768,10
3523431,5
3523440,5
3522982,10
3523792,10
3523458,10
3523806,10
3523814,10
3523466,10
3523474,5
3523822,10
3523482,5
3522982,10
3523831,10
3523491,5
3523504,5
3523849,10
3523857,10
3523865,10
3523512,10
3522991,10
3523521,10
3523873,10
3523539,10
3523547,5
3523881,5
3523555,5
3523008,10
3523890,5
3523903,5
3523563,5
3523571,5
3523911,5
3523016,10
3523920,10
3523938,10
3523946,10
3523580,5
3523598,5
3523601,5
3523954,5
3524250,10
3524268,10
3523962,10
3523032,10
3523971,10
3524276,10
3523989,10
3524284,10
3523997,10
3524292,10
3524004,10
3524012,10
3523041,10
3524306,10
3524314,10
3524021,10
3524322,10
3524331,10
3524039,10
3524047,10
3524349,10
3524357,10
3523059,10
3524063,10
3524071,10
3524365,10
3524080,10
3523075,10
3524098,10
3524373,10
3524381,10
3524101,10
3524110,5
3524128,5
3524390,10
3524403,5
3524128,5
3523083,10
3524411,10
3524420,10
3524136,5
3524144,10
3524438,5
3524446,5
3524454,5
3523091,10
3524462,5
3524152,5
3524161,5
3524179,5
3524471,5
3524187,5
3524489,5
3524195,10
3524497,5
3523105,10
3524501,5
3524217,10
3524519,5
3524527,5
3524225,10
3524233,10
3523113,10
3524535,5
3524241,10
3524543,5
3524551,5
3524560,5
3524578,5
3523121,10
3524853,10
3524861,10
3524586,5
3524594,5
3524870,10
3524608,5
3524888,10
3524896,10
3524616,5
3523130,10
3524624,5
3524632,5
3524641,5
3524659,5
3524900,10
3524918,10
3524667,5
3523148,10
3524926,10
3524675,5
3524934,10
3524683,5
3524942,10
3524691,5
3524705,5
3524713,5
3524951,10
3523156,10
3524977,10
3524721,5
3524985,10
3524730,5
3524993,10
3523164,10
3525001,10
3524748,5
3525019,10
3525027,10
3525035,10
3525043,10
3524756,10
3524764,10
3525051,5
3524772,10
3523172,10
3525060,10
3524781,10
3524799,10
3524802,10
3524811,10
3525078,10
3523181,5
3524829,10
3524837,10
3525086,10
3525094,10
3525116,10
3524845,10
3523199,5
3525124,10
3525132,5
3525451,5
3525141,10
3525469,5
3525477,5
3523202,5
3525485,5
3525159,10
3525493,5
3525167,10
3525507,5
3525175,10
3523211,5
3525515,5
3525183,10
3525213,10
3525523,5
3525221,10
3525230,10
3525531,5
3525248,10
3523229,5
3525256,10
3525264,10
3525540,5
3525272,10
3525281,10
3525299,10
3525558,5
3525566,5
3525302,10
3525582,10
3523237,5
3525311,10
3525329,10
3525591,10
3525337,10
3525604,10
3525345,10
3525353,10
3525612,5
3525621,5
3525361,10
3525370,5
3523245,10
3525388,5
3525396,5
3525639,5
3525647,5
3525400,5
3525655,5
3523253,10
3525418,5
3525426,5
3525663,5
3525680,10
3525434,5
3525442,5
3525698,10
3525795,5
3525701,10
3523261,10
3525710,5
3525809,5
3525817,10
3525825,10
3525833,10
3525728,5
3525736,5
3525841,10
3523270,10
3525850,10
3525744,5
3525868,10
3525752,5
3525761,5
3525787,5
3525876,10
3525884,10
3523288,10
3525892,10
3526091,10
3525906,10
3525914,10
3525922,10
3525931,10
3525949,10
3526112,10
3525957,10
3526139,10
3526431,10
3526147,10
3525965,10
3526155,10
3525973,10
3525981,10
3526163,10
3526171,10
3525990,10
3526007,10
3526449,10
3526023,10
3526198,10
3526031,10
3526201,10
3526040,10
3526058,10
3526066,10
3526210,10
3526457,10
3526228,10
3526074,10
3526236,10
3526414,10
3526252,10
3526279,10
3526287,10
3526422,10
3526465,10
3526741,10
3526759,10
3526767,10
3526295,10
3526775,10
3526309,10
3526473,10
3526317,10
3526783,10
3526791,10
3526333,10
3526805,10
3526813,10
3526341,10
3526350,10
3526821,10
3526830,10
3526848,10
3526481,10
3526856,10
3526376,10
3526384,10
3526864,10
3526392,10
3526406,10
3527062,10
3526872,10
3526490,10
3526881,10
3526899,10
3526902,10
3527071,5
3526911,10
3527089,5
3526929,10
3526503,10
3526937,10
3527097,5
3527119,5
3526945,10
3527127,5
3527135,5
3526953,10
3526511,10
3526961,10
3527143,5
3526970,10
3526988,10
3526996,10
3527151,5
3527003,10
3527011,10
3527160,5
3526520,10
3527178,5
3527020,10
3527038,10
3527046,10
3527186,5
3527054,10
3527194,5
3527364,5
3526538,10
3527208,5
3527372,5
3527216,5
3527381,5
3527399,5
3527224,5
3526546,10
3527232,5
3527241,5
3527402,5
3527411,5
3527429,5
3527259,5
3527267,5
3527437,5
3527445,5
3527275,5
3526554,10
3527283,5
3527453,5
3527461,5
3527291,5
3527470,5
3526562,10
3527305,5
3527488,5
3527313,5
3527321,5
3527496,5
3527330,5
3527500,5
3527348,5
3527518,5
3526571,10
3527356,5
3527526,5
3527798,10
3527534,5
3527542,5
3527569,10
3526589,10
3527810,10
3527640,5
3527828,10
3527836,10
3527844,10
3527852,10
3527658,5
3527666,5
3527712,5
3526597,10
3527879,10
3527909,10
3527721,5
3527917,5
3527739,5
3527747,5
3527925,5
3526601,10
3527933,5
3527755,10
3527941,5
3527763,10
3527771,10
3527780,5
3528166,10
3526619,10
3527950,5
3527968,5
3527976,5
3527984,5
3528174,10
3528000,5
3528018,5
3528026,5
3528182,10
3526627,10
3528034,5
3528042,5
3528051,5
3528191,10
3528069,5
3528204,10
3526635,10
3528212,10
3528077,5
3528221,10
3526643,10
3528239,10
3528247,10
3528255,10
3528263,10
3528085,10
3528271,10
3528280,5
3526651,10
3528140,10
3528158,10
3528484,5
3528492,5
3528298,5
3528301,5
3528506,10
3528514,10
3528522,10
3526660,10
3528310,5
3528531,10
3528328,5
3528336,10
3528344,10
3528549,10
3528557,10
3528565,10
3528352,10
3528573,10
3526678,10
3528361,10
3528581,10
3528379,10
3528590,10
3528387,10
3528409,5
3528603,10
3528611,10
3526686,10
3528417,10
3528425,10
3528433,10
3528620,10
3528441,10
3528450,10
3526694,10
3528638,10
3528468,10
3528646,10
3528654,10
3528476,10
3528662,10
3528671,10
3528794,10
3528689,10
3526708,10
3528697,10
3528808,10
3528701,10
3528816,10
3528824,10
3528719,10
3528832,10
3528841,10
3526716,10
3528859,10
3528867,10
3528727,10
3528875,10
3528883,10
3528891,10
3528735,10
3528743,10
3528905,10
3526724,10
3528913,10
3528921,10
3528930,10
3528760,10
3528948,10
3528956,10
3528778,10
3528786,10
3526732,10
3528964,10
3529103,10
3529111,10
3528972,10
3529120,10
3529138,10
3529405,10
3529146,10
3529154,10
3528981,10
3529162,10
3528999,10
3529006,10
3529014,10
3529171,10
3529022,10
3529413,10
3529189,10
3529031,10
3529049,10
3529197,10
3529057,10
3529065,10
3529201,10
3529073,10
3529219,10
3529421,10
3529081,10
3529235,10
3529243,10
3529090,10
3529740,10
3529758,10
3529430,10
3529251,10
3529766,10
3529260,10
3529774,10
3529278,10
3529782,10
3529448,10
3529791,10
3529286,10
3529294,10
3529804,10
3529812,10
3529308,10
3529456,10
3529821,10
3529316,10
3529839,10
3529847,10
3529316,10
3529855,10
3529316,10
3529464,10
3529863,10
3529871,10
3529880,10
3529316,10
3529898,10
3529341,10
3529910,10
3529472,10
3529928,10
3529359,10
3529936,10
3529367,10
3529944,10
3529952,10
3529375,10
3529481,10
3529383,10
3529961,10
3529391,10
3529979,10
3529987,10
3530063,10
3530071,10
3529499,10
3529995,10
3530080,10
3530004,10
3530012,10
3530098,10
3530021,10
3530110,10
3530039,10
3529502,10
3530047,10
3530128,10
3530136,10
3530144,10
3530373,10
3530381,10
3530152,10
3530390,10
3529511,10
3530161,10
3530179,10
3530187,10
3530403,10
3530411,10
3530420,10
3530438,10
3530195,10
3530446,10
3529529,10
3530454,10
3530462,10
3530471,10
3530209,10
3530489,10
3530497,10
3530501,10
3530217,10
3530519,10
3530225,10
3529537,10
3530527,10
3530535,10
3530233,10
3530543,10
3530551,10
3530241,10
3530250,10
3530560,10
3529545,10
3530268,10
3530578,10
3530276,10
3530284,10
3530586,10
3530292,10
3530594,10
3530306,10
3530314,10
3529561,10
3530608,10
3530616,10
3530322,10
3530624,10
3530632,10
3530331,10
3530349,10
3529570,10
3530641,10
3530659,10
3530357,10
3530667,10
3530365,10
3530675,10
3529588,10
3530683,10
3530691,10
3531116,10
3530705,10
3530713,10
3530721,10
3531124,10
3529596,10
3530730,10
3531132,10
3530748,10
3530756,10
3531141,10
3531159,10
3530764,10
3531167,10
3530772,10
3529600,10
3531175,10
3530781,10
3530799,10
3531183,10
3531191,10
3530802,10
3531205,10
3529618,10
3531213,10
3530811,10
3530829,10
3531221,10
3529626,10
3530837,10
3531230,10
3530845,10
3531248,10
3530861,10
3530870,10
3530888,10
3530896,10
3529634,10
3531256,10
3531264,10
3531272,10
3530900,10
3531281,10
3530918,10
3530934,10
3531299,10
3531302,10
3529642,10
3530942,10
3531311,10
3530951,10
3530969,10
3531051,10
3531329,10
3531337,10
3531060,10
3531345,10
3531094,10
3529651,10
3531353,10
3531418,10
3531426,10
3531434,10
3531361,10
3531442,10
3531451,10
3531469,10
3529669,10
3531477,10
3531370,10
3531485,10
3531388,10
3531396,10
3531400,10
3531493,10
3531507,10
3531515,10
3531710,10
3529677,10
3531728,10
3531523,10
3531531,10
3531736,10
3531540,10
3531744,10
3531558,10
3531752,10
3529685,10
3531566,10
3531574,10
3531582,10
3531761,10
3531591,10
3531779,10
3531604,10
3531612,10
3531621,10
3531787,10
3529693,10
3531639,10
3531795,10
3531647,10
3531655,10
3531809,10
3531817,10
3531663,10
3529715,10
3531671,10
3531825,10
3531833,10
3531841,10
3531850,10
3531868,10
3531876,10
3531680,10
3531884,10
3531892,10
3531698,10
3529723,10
3531906,10
3531914,10
3531701,10
3532023,10
3531922,10
3531931,10
3531949,10
3532031,10
3532040,10
3532309,10
3532058,10
3531957,10
3532066,10
3532074,5
3531965,10
3532082,5
3531973,10
3531981,10
3532317,10
3532091,5
3532104,5
3531990,10
3532112,5
3532121,5
3532007,10
3532015,10
3532325,10
3533046,10
3532139,10
3533054,10
3533062,10
3533071,10
3533089,10
3532147,10
3533097,5
3532155,10
3532333,10
3533135,10
3532163,10
3532171,10
3532198,10
3532201,10
3533143,10
3533178,10
3532341,10
3533186,10
3532210,10
3533194,10
3532228,10
3533208,10
3533216,10
3533241,10
3533259,10
3532350,10
3532236,10
3532244,10
3533267,10
3533283,10
3532252,10
3533291,10
3532368,10
3533321,10
3532279,10
3533330,10
3533348,10
3532287,10
3532295,10
3533356,10
3533364,10
3533623,10
3532376,10
3533372,10
3533381,10
3533631,10
3533399,10
3533402,10
3533640,10
3533658,10
3533411,10
3532384,10
3533666,10
3533429,10
3533674,10
3533691,10
3533704,10
3533453,5
3533712,10
3532392,10
3533461,10
3533739,10
3533747,10
3533470,10
3533488,10
3533763,5
3533496,10
3533771,10
3532856,10
3533500,10
3533780,10
3533518,10
3533798,10
3533801,10
3533526,5
3534077,30
3532864,10
3534506,10
3533534,10
3533542,5
3533551,10
3533577,10
3533585,10
3533810,10
3532872,10
3533593,10
3533607,10
3533844,10
3532881,10
3533615,10
3533852,10
3533861,10
3533879,10
3533933,15
3533895,25
3532899,10
3533909,10
3533917,10
3533925,15
3533950,10
3532902,10
3534450,10
3534468,10
3533968,10
3532911,10
3533976,10
3534093,5
3533984,10
3533992,10
3532929,10
3534000,10
3534018,10
3532937,10
3534026,10
3534107,5
3534115,5
3534123,5
3534131,5
3534034,10
3534140,10
3534042,10
3532945,10
3534166,5
3534051,10
3534069,15
3534174,10
3534182,5
3534212,5
3534191,5
3532953,10
3534221,5
3534204,5
3534239,10
3534476,10
3534484,10
3534492,10
3534514,10
3532961,10
3534522,10
3534247,10
3534255,10
3534531,10
3534263,10
3534549,10
3534557,10
3534271,10
3534280,10
3532970,10
3534565,10
3534298,10
3534573,10
3534301,10
3534581,10
3532988,10
3534590,10
3534310,10
3534328,10
3534603,10
3534336,10
3534611,10
3534620,10
3534344,10
3534352,10
3532996,10
3534638,10
3534646,10
3534361,10
3534379,10
3534654,10
3534662,10
3534671,10
3534689,10
3533003,10
3534387,10
3534697,10
3534395,10
3534701,10
3534719,10
3534727,10
3534409,10
3534417,10
3534735,10
3533011,10
3534743,10
3534425,10
3534433,10
3534751,10
3534441,10
3534760,10
3534778,10
3534832,10
3534841,10
3533020,10
3534786,10
3534859,10
3534794,10
3534808,10
3534875,10
3534883,10
3534816,10
3534891,10
3533038,10
3534905,10
3534824,10
3534913,10
3534921,10
3535138,10
3535146,10
3535154,10
3535430,10
3534930,10
3534948,10
3535162,10
3535171,10
3535189,10
3534956,10
3534964,10
3534972,10
3535448,10
3534981,10
3534999,10
3535197,10
3535006,10
3535201,10
3535456,10
3535014,10
3535022,10
3535219,10
3535227,10
3535031,10
3535049,10
3535235,10
3535057,10
3535243,10
3535464,10
3535251,10
3535260,10
3535278,10
3535065,10
3535286,10
3535073,10
3535081,10
3535472,10
3535294,10
3535308,10
3535090,10
3535103,10
3535316,10
3535111,10
3535324,10
3535120,10
3535332,10
3535481,10
3535723,10
3535341,10
3535731,10
3535359,10
3535740,10
3535367,10
3535499,10
3535758,10
3535375,10
3535383,10
3535391,10
3535766,10
3535774,10
3535782,10
3535791,10
3535405,10
3535502,10
3535804,10
3535413,10
3535812,10
3535821,10
3535421,10
3536029,10
3535839,10
3536037,10
3535847,10
3535511,10
3536045,10
3536053,10
3536061,10
3536070,10
3535855,10
3535863,10
3535871,10
3536088,10
3535529,10
3535880,10
3535898,10
3535901,10
3536096,10
3536100,10
3535910,10
3535928,10
3535936,10
3536118,10
3535537,10
3536126,10
3535944,10
3535952,10
3536134,10
3535961,10
3536142,10
3535979,10
3535545,10
3536151,10
3536169,10
3535987,10
3535995,10
3536002,10
3536011,10
3536177,10
3536185,10
3535553,10
3536355,10
3536193,10
3536363,10
3536371,10
3536207,10
3536380,10
3536215,10
3536398,10
3536401,10
3536428,10
3535561,10
3536223,10
3536231,10
3536436,10
3536240,10
3536444,10
3536258,10
3536452,10
3536266,10
3535570,10
